input,output
how many threes did the whole league jack up in 2019,"SELECT SUM(pg.fg3a) AS total_3pa, SUM(pg.fg3m) AS total_3pm FROM player_general_traditional_total pg WHERE pg.season_id = 22018;"
which players have played in every decade from the 90s to the 2020s,"SELECT p.player_name FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING MAX(pg.season_id) >= 22019 AND MIN(pg.season_id) <= 21999;"
who has the most seasons leading team in scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;"
who always carried their team scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;"
average height of nba players in 2023,"SELECT AVG(ps.player_height_inches) AS avg_height_inches FROM player_season ps WHERE ps.season_id = 22022;"
average weight of nba players in 2020,"SELECT AVG(ps.player_weight) AS avg_weight FROM player_season ps WHERE ps.season_id = 22019;"
has the average nba player gotten taller over time,"SELECT season_id, AVG(player_height_inches) AS avg_height FROM player_season GROUP BY season_id ORDER BY season_id;"
how has scoring changed over the years in the nba,"SELECT season_id, AVG(pts) AS avg_pts FROM player_season GROUP BY season_id ORDER BY season_id;"
players with over 200 steals in a season,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.stl > 200 ORDER BY pg.stl DESC;"
best steal seasons in nba history,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.stl DESC LIMIT 10;"
players with more than 300 blocks in a season in history,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.blk > 300 ORDER BY pg.blk DESC;"
most blocked shots in a season ever,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.blk DESC LIMIT 1;"
players with the most personal fouls in a career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 10;"
who fouled the most in their career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 5;"
show me games where a player had 15 or more assists,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.ast >= 15 ORDER BY pgl.ast DESC;"
has anyone ever dropped 15 dimes in a game,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.ast >= 15 ORDER BY pgl.ast DESC LIMIT 10;"
players who led the league in scoring multiple years in a row,"SELECT p.player_name, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id;"
all time scoring title winners by year,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id DESC;"
players with the worst ft percentage in 2018 min 100 attempts,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 10;"
who was bricking free throws the most in 2018,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 5;"
lakers vs celtics all time head to head not possible without away team data just show lakers record,"SELECT t.city, t.nickname, SUM(CASE WHEN pgl.wl = 'W' THEN 1 ELSE 0 END) AS wins, SUM(CASE WHEN pgl.wl = 'L' THEN 1 ELSE 0 END) AS losses FROM team t JOIN player_game_log pgl ON t.team_id = pgl.team_id WHERE t.nickname = 'Lakers' GROUP BY t.city, t.nickname;"
how many total games has the lakers franchise played,"SELECT COUNT(DISTINCT g.game_id) AS total_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers';"
who had the worst single game shooting in 2022 min 10 shots,"SELECT p.player_name, pgl.fg_pct, pgl.fga, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.season_id = 22021 AND pgl.fga >= 10 ORDER BY pgl.fg_pct ASC LIMIT 10;"
who went 0 for 10 or worse in a game in 2023,"SELECT p.player_name, pgl.fgm, pgl.fga, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.season_id = 22022 AND pgl.fgm = 0 AND pgl.fga >= 10 ORDER BY pgl.fga DESC;"
players who went scoreless but played over 30 minutes in 2021,"SELECT p.player_name, pgl.pts, pgl.min, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.season_id = 22020 AND pgl.pts = 0 AND pgl.min >= 30 ORDER BY pgl.min DESC;"
which team had the most players score in double digits in a single game in 2020,"SELECT g.game_id, g.date, t.city, t.nickname, COUNT(*) AS players_double_digits FROM game g JOIN player_game_log pgl ON g.game_id = pgl.game_id JOIN team t ON pgl.team_id = t.team_id WHERE pgl.season_id = 22019 AND pgl.pts >= 10 GROUP BY g.game_id, g.date, t.city, t.nickname ORDER BY players_double_digits DESC LIMIT 1;"
most balanced team scoring wise in one game 2020,"SELECT g.game_id, g.date, t.city, t.nickname, COUNT(*) AS scorers_in_double_digits FROM game g JOIN player_game_log pgl ON g.game_id = pgl.game_id JOIN team t ON pgl.team_id = t.team_id WHERE pgl.season_id = 22019 AND pgl.pts >= 10 GROUP BY g.game_id, g.date, t.city, t.nickname ORDER BY scorers_in_double_digits DESC LIMIT 5;"
